,Player,Playtype,# Seasons,Season,Avg. GP,Avg. # Poss,Avg. Freq,Avg. PPP,Avg. Pts,Avg. EFG%,Avg. FT Freq,Avg. TOV Freq,Avg. SF Freq,Avg. Score Freq,Avg. Percentile
0,Ish Wainright,transition,1,Playoffs,6.0,0.3,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
1,James Jones,transition,1,Playoffs,12.0,0.2,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Michael Beasley,transition,1,Playoffs,5.0,0.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Noah Vonleh,transition,1,Playoffs,4.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Joel Bolomboy,transition,1,Playoffs,2.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Steve Blake,transition,1,Playoffs,4.0,0.5,18.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
6,Troy Williams,transition,1,Playoffs,5.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Xavier Munford,transition,1,Playoffs,4.0,0.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,J.J. Barea,transition,1,Playoffs,4.0,0.8,6.5,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0
9,Denzel Valentine,transition,1,Playoffs,4.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
10,Andrew Goudelock,transition,1,Playoffs,2.0,1.0,22.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
11,Pablo Prigioni,transition,1,Playoffs,5.0,0.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Sam Dekker,transition,1,Playoffs,4.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jordan Farmar,transition,1,Playoffs,4.0,1.3,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Nazr Mohammed,transition,1,Playoffs,5.0,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Timofey Mozgov,transition,1,Playoffs,13.0,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Nick Collison,transition,1,Playoffs,9.0,0.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Anthony Tolliver,transition,1,Playoffs,3.0,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Kyle Singler,transition,1,Playoffs,6.0,0.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Brandan Wright,transition,1,Playoffs,2.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Joffrey Lauvergne,transition,1,Playoffs,3.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lamar Patterson,transition,1,Playoffs,4.0,0.3,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Cole Aldrich,transition,1,Playoffs,6.0,0.2,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
23,Spencer Hawes,transition,1,Playoffs,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Dorell Wright,transition,1,Playoffs,5.0,0.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Jared Sullinger,transition,1,Playoffs,6.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Norris Cole,transition,1,Playoffs,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,John Henson,transition,1,Playoffs,3.0,0.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Anthony Gill,transition,1,Playoffs,4.0,0.3,16.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
29,Tremont Waters,transition,1,Playoffs,3.0,0.3,14.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
30,Nicolo Melli,transition,1,Playoffs,3.0,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Sam Merrill,transition,1,Playoffs,8.0,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Isaac Bonga,transition,1,Playoffs,5.0,0.2,12.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
33,DeAndre Liggins,transition,1,Playoffs,3.0,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Wade Baldwin IV,transition,1,Playoffs,4.0,0.8,37.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
35,Julius Randle,transition,1,Playoffs,5.0,1.4,5.3,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0.0
36,Justin Jackson,transition,1,Playoffs,5.0,0.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Garrison Mathews,transition,1,Playoffs,5.0,0.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Mamadi Diakite,transition,1,Playoffs,7.0,0.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Kris Dunn,transition,1,Playoffs,5.0,0.4,18.2,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
40,Mike James,transition,1,Playoffs,9.0,0.2,4.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
41,Nassir Little,transition,1,Playoffs,3.0,0.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Josh Huestis,transition,1,Playoffs,4.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Armoni Brooks,transition,1,Playoffs,4.0,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Marquese Chriss,transition,1,Playoffs,5.0,0.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Eric Paschall,transition,1,Playoffs,4.0,0.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Luca Vildoza,transition,1,Playoffs,6.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Yuta Watanabe,transition,1,Playoffs,4.0,0.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Jared Butler,transition,1,Playoffs,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Jalen Johnson,transition,1,Playoffs,2.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Jonathan Isaac,transition,1,Playoffs,5.0,0.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Trey Lyles,transition,1,Playoffs,3.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Lonnie Walker IV,transition,1,Playoffs,6.0,0.2,11.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
53,T.J. Leaf,transition,1,Playoffs,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Jarell Martin,transition,2,Playoffs,2.0,0.6,13.55,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0
55,Reggie Perry,transition,1,Playoffs,5.0,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Jeremiah Martin,transition,1,Playoffs,3.0,1.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Bruno Caboclo,transition,1,Playoffs,2.0,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Rayjon Tucker,transition,1,Playoffs,2.0,0.5,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Chris Clemons,transition,1,Playoffs,2.0,0.5,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Lance Thomas,transition,1,Playoffs,3.0,0.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Emmanuel Mudiay,transition,1,Playoffs,3.0,0.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,BJ Johnson,transition,1,Playoffs,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Donta Hall,transition,1,Playoffs,3.0,0.3,12.5,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
64,Joe Johnson,transition,3,Playoffs,11.0,0.37,6.4,0.12,0.1,5.0,3.0,25.8,0.0,6.07,0.0
65,Caleb Martin,transition,1,Playoffs,11.0,0.9,20.0,0.4,0.0,22.0,0.0,10.0,0.0,20.0,3.0
66,Michael Kidd-Gilchrist,transition,1,Playoffs,6.0,0.3,11.1,0.5,0.2,0.0,50.0,0.0,50.0,50.0,0.0
67,Ben McLemore,transition,2,Playoffs,8.0,0.5,17.0,0.25,0.15,12.0,0.0,0.0,0.0,8.35,0.0
68,Anderson Varejao,transition,1,Playoffs,17.0,0.1,8.0,0.5,0.1,0.0,50.0,0.0,50.0,50.0,0.0
69,Ish Smith,transition,2,Playoffs,4.0,1.85,18.2,0.45,0.85,32.0,0.0,28.4,0.0,22.5,1.0
70,Talen Horton-Tucker,transition,2,Playoffs,3.0,1.0,15.25,0.25,0.25,17.0,0.0,12.5,0.0,12.5,0.0
71,Aaron Nesmith,transition,2,Playoffs,4.0,0.55,59.5,0.25,0.2,0.0,12.5,12.5,12.5,12.5,0.0
72,Robin Lopez,transition,1,Playoffs,5.0,0.8,14.3,0.5,0.4,25.0,0.0,0.0,0.0,25.0,0.0
73,Keita Bates-Diop,transition,1,Playoffs,5.0,0.4,33.3,0.5,0.2,0.0,50.0,0.0,0.0,50.0,0.0
74,Jaylen Nowell,transition,1,Playoffs,1.0,4.0,40.0,0.5,2.0,25.0,0.0,0.0,0.0,25.0,0.0
75,Juancho Hernangomez,transition,1,Playoffs,6.0,1.0,30.0,0.5,0.0,25.0,0.0,0.0,0.0,16.7,0.0
76,Trey Murphy III,transition,1,Playoffs,6.0,0.7,16.0,0.5,0.0,0.0,25.0,0.0,25.0,25.0,0.0
77,Tomas Satoransky,transition,2,Playoffs,8.0,0.35,16.1,0.25,0.15,0.0,12.5,62.5,12.5,12.5,0.0
78,Dalano Banton,transition,1,Playoffs,4.0,0.5,40.0,0.5,0.0,0.0,50.0,50.0,50.0,50.0,0.0
79,Thabo Sefolosha,transition,1,Playoffs,10.0,1.3,20.6,0.62,0.8,33.0,30.8,23.1,30.8,38.5,5.0
80,Javonte Green,transition,1,Playoffs,5.0,1.6,36.4,0.63,1.0,50.0,12.5,37.5,12.5,37.5,0.0
81,Rodney Stuckey,transition,1,Playoffs,7.0,1.1,15.4,0.63,0.7,33.0,12.5,12.5,0.0,37.5,0.0
82,David Lee,transition,1,Playoffs,15.0,0.0,4.9,0.67,0.0,33.0,0.0,0.0,0.0,33.3,0.0
83,Juwan Morgan,transition,1,Playoffs,7.0,0.4,18.8,0.67,0.3,50.0,33.3,0.0,33.3,33.3,0.0
84,Mike Dunleavy,transition,1,Playoffs,6.0,0.0,20.0,0.67,0.0,0.0,33.3,66.7,0.0,33.3,0.0
85,Cody Zeller,transition,1,Playoffs,7.0,0.4,5.4,0.67,0.3,100.0,0.0,66.7,0.0,33.3,0.0
86,Brandon Jennings,transition,2,Playoffs,7.0,1.0,21.9,0.34,0.0,21.0,0.0,61.1,0.0,16.65,0.0
87,Deonte Burton,transition,1,Playoffs,3.0,1.0,60.0,0.67,0.7,33.0,0.0,0.0,0.0,33.0,0.0
88,Josh McRoberts,transition,1,Playoffs,10.0,0.3,7.3,0.67,0.2,50.0,0.0,33.3,0.0,33.3,0.0
89,Wenyen Gabriel,transition,1,Playoffs,5.0,0.6,13.0,0.67,0.4,50.0,0.0,33.3,0.0,33.3,0.0
90,Darius Bazley,transition,1,Playoffs,7.0,0.9,14.3,0.67,0.6,0.0,33.3,33.3,33.3,33.3,0.0
91,Tim Frazier,transition,1,Playoffs,11.0,0.3,17.6,0.67,0.2,33.0,0.0,0.0,0.0,33.0,0.0
92,Troy Brown Jr.,transition,1,Playoffs,3.0,1.0,15.0,0.67,1.0,100.0,0.0,66.7,0.0,33.3,0.0
93,Matt Barnes,transition,2,Playoffs,8.0,1.9,20.25,0.67,1.25,29.0,6.7,3.4,6.7,33.3,5.0
94,Joe Young,transition,1,Playoffs,4.0,0.8,27.3,0.67,0.5,50.0,0.0,33.3,0.0,33.3,0.0
95,Kris Humphries,transition,1,Playoffs,4.0,2.3,27.3,0.67,1.5,38.0,0.0,11.1,0.0,33.3,0.0
96,James Michael McAdoo,transition,1,Playoffs,13.0,0.0,14.3,0.67,0.0,33.0,0.0,0.0,0.0,33.3,0.0
97,Timothe Luwawu-Cabarrot,transition,2,Playoffs,6.0,1.55,12.9,0.34,1.0,15.0,4.2,4.2,4.2,12.5,2.0
98,RJ Hunter,transition,1,Playoffs,5.0,0.6,30.0,0.67,0.4,33.0,0.0,0.0,0.0,33.3,0.0
99,Devin Harris,transition,1,Playoffs,5.0,0.6,8.1,0.67,0.4,33.0,0.0,0.0,0.0,33.3,0.0
100,Alize Johnson,transition,1,Playoffs,5.0,1.2,60.0,0.67,0.8,50.0,0.0,33.3,0.0,33.3,0.0
101,Gorgui Dieng,transition,1,Playoffs,5.0,0.6,14.3,0.67,0.4,33.0,0.0,0.0,0.0,33.3,0.0
102,Damion Lee,transition,1,Playoffs,8.0,0.4,11.1,0.67,0.0,50.0,0.0,33.3,0.0,33.3,0.0
103,Luis Scola,transition,1,Playoffs,11.0,0.5,14.6,0.67,0.4,33.0,16.7,0.0,16.7,33.3,0.0
104,Bones Hyland,transition,1,Playoffs,5.0,1.4,14.3,0.71,1.0,36.0,0.0,0.0,0.0,28.6,0.0
105,Ayo Dosunmu,transition,1,Playoffs,5.0,1.4,24.1,0.71,1.0,33.0,14.3,14.3,14.3,28.6,0.0
106,Randy Foye,transition,1,Playoffs,16.0,0.4,13.0,0.71,0.3,30.0,14.3,14.3,14.3,28.6,0.0
107,Alex Abrines,transition,2,Playoffs,6.0,0.65,12.55,0.38,0.5,19.0,0.0,0.0,0.0,12.5,0.0
108,Jared Dudley,transition,2,Playoffs,4.0,0.6,20.1,0.38,0.4,25.0,0.0,50.0,12.5,12.5,0.0
109,Wayne Ellington,transition,2,Playoffs,4.0,0.7,7.8,0.38,0.4,25.0,0.0,37.5,0.0,12.5,0.0
110,Zach Randolph,transition,2,Playoffs,5.0,0.75,5.55,0.38,0.5,25.0,0.0,12.5,0.0,18.75,0.0
111,Precious Achiuwa,transition,2,Playoffs,4.0,1.5,24.25,0.71,1.35,75.0,4.2,45.9,4.2,37.5,5.0
112,Jonah Bolden,transition,1,Playoffs,10.0,0.8,25.8,0.75,0.6,50.0,0.0,25.0,0.0,25.0,0.0
113,Mario Hezonja,transition,1,Playoffs,6.0,1.3,25.0,0.75,1.0,33.0,12.5,12.5,12.5,37.5,0.0
114,Doug McDermott,transition,1,Playoffs,4.0,1.0,25.0,0.75,0.8,38.0,0.0,0.0,0.0,25.0,0.0
115,Dzanan Musa,transition,2,Playoffs,2.0,1.65,43.35,0.62,1.0,25.0,37.5,25.0,25.0,37.5,0.0
116,Marvin Williams,transition,2,Playoffs,8.0,0.5,7.55,0.62,0.3,25.0,12.5,0.0,12.5,25.0,0.0
117,Donte DiVincenzo,transition,2,Playoffs,6.0,1.1,15.55,0.77,0.85,41.0,0.0,5.5,0.0,29.15,0.0
118,KJ McDaniels,transition,1,Playoffs,4.0,1.3,41.7,0.8,1.0,40.0,0.0,0.0,0.0,40.0,0.0
119,Nikola Vucevic,transition,3,Playoffs,5.0,1.27,6.07,0.6,0.6,31.0,3.3,10.0,3.3,28.33,0.0
120,P.J. Dozier,transition,1,Playoffs,12.0,0.8,21.3,0.8,0.7,33.0,40.0,0.0,40.0,50.0,14.0
121,Dante Exum,transition,2,Playoffs,8.0,0.5,12.75,0.4,0.4,17.0,5.0,0.0,5.0,20.0,7.0
122,Courtney Lee,transition,1,Playoffs,7.0,1.6,17.5,0.82,1.3,38.0,18.2,9.1,18.2,45.5,19.0
123,Grayson Allen,transition,3,Playoffs,6.0,1.53,22.93,0.48,1.0,26.0,1.5,4.5,1.5,20.47,4.0
124,Andrew Harrison,transition,1,Playoffs,6.0,1.0,17.1,0.83,1.0,50.0,16.7,33.3,16.7,33.3,0.0
125,Kent Bazemore,transition,2,Playoffs,8.0,3.15,23.55,0.82,2.35,43.0,11.1,12.9,8.3,37.35,20.0
126,Jevon Carter,transition,1,Playoffs,10.0,0.6,23.1,0.83,0.0,62.0,0.0,33.3,0.0,33.3,0.0
127,Gabe Vincent,transition,2,Playoffs,7.0,0.4,15.65,0.41,0.0,31.0,0.0,66.7,0.0,16.65,0.0
128,Carmelo Anthony,transition,3,Playoffs,6.0,2.3,14.57,0.42,1.33,22.0,5.3,10.5,3.5,21.07,8.0
129,Robert Covington,transition,3,Playoffs,9.0,1.73,18.13,0.73,1.23,36.0,3.9,2.8,3.9,33.03,10.0
130,Dion Waiters,transition,1,Playoffs,18.0,1.2,13.3,0.86,1.1,53.0,4.5,22.7,4.5,36.4,26.0
131,Trae Young,transition,2,Playoffs,10.0,4.25,16.7,0.81,3.45,45.0,17.5,26.0,16.8,38.9,14.0
132,Marreese Speights,transition,2,Playoffs,16.0,0.9,11.45,0.74,0.35,30.0,28.4,16.6,18.4,39.45,14.0
133,Patrick McCaw,transition,2,Playoffs,13.0,0.55,16.8,0.46,0.5,22.0,9.1,4.5,4.5,22.75,13.0
134,Eric Bledsoe,transition,3,Playoffs,10.0,3.93,25.67,0.81,3.23,45.0,9.1,16.9,9.2,38.73,18.0
135,Brandon Ingram,transition,1,Playoffs,6.0,4.0,15.0,0.92,4.0,47.0,16.7,16.7,16.7,41.7,22.0
136,Luguentz Dort,transition,1,Playoffs,6.0,2.0,12.1,0.92,1.8,46.0,8.3,0.0,8.3,41.7,32.0
137,Jeremy Lin,transition,2,Playoffs,8.0,1.0,12.85,0.46,0.8,25.0,0.0,29.1,0.0,20.85,15.0
138,Nicolas Batum,transition,2,Playoffs,12.0,0.95,11.9,0.8,0.8,20.0,20.8,0.0,20.8,35.4,7.0
139,RJ Barrett,transition,1,Playoffs,5.0,3.0,20.3,0.93,2.8,43.0,20.0,0.0,20.0,46.7,18.0
140,E'Twaun Moore,transition,2,Playoffs,8.0,1.6,15.75,0.47,1.45,25.0,5.3,5.3,3.5,23.2,15.0
141,Ben Simmons,transition,3,Playoffs,11.0,4.03,26.47,0.91,3.63,59.0,14.9,21.4,12.7,47.47,19.0
142,Markelle Fultz,transition,2,Playoffs,4.0,1.75,19.2,0.72,1.45,25.0,32.1,10.7,32.1,46.45,17.0
143,D'Angelo Russell,transition,2,Playoffs,6.0,3.0,15.55,0.7,2.0,43.0,3.1,23.9,3.0,30.75,13.0
144,Harrison Barnes,transition,1,Playoffs,24.0,1.8,17.1,0.95,1.7,51.0,4.8,4.8,4.8,42.9,33.0
145,James Johnson,transition,2,Playoffs,8.0,1.2,19.4,0.62,0.9,52.0,12.5,37.5,12.5,31.25,0.0
146,Rudy Gay,transition,2,Playoffs,6.0,1.05,7.4,0.92,0.95,50.0,16.7,16.7,16.9,41.5,0.0
147,Caleb Swanigan,transition,1,Playoffs,1.0,3.0,60.0,1.0,3.0,0.0,66.7,33.3,66.7,66.7,0.0
148,Corey Brewer,transition,2,Playoffs,6.0,1.9,28.9,0.82,1.4,44.0,15.5,22.6,11.9,42.85,4.0
149,T.J. McConnell,transition,2,Playoffs,10.0,0.8,21.8,0.78,0.6,45.0,0.0,13.4,0.0,39.5,0.0
150,Theo Pinson,transition,1,Playoffs,3.0,1.0,33.3,1.0,1.0,75.0,0.0,33.3,0.0,33.0,0.0
151,Wilson Chandler,transition,1,Playoffs,4.0,1.0,19.0,1.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0
152,Wesley Johnson,transition,2,Playoffs,4.0,0.15,55.9,0.5,0.0,0.0,50.0,0.0,50.0,50.0,0.0
153,Michael Carter-Williams,transition,2,Playoffs,5.0,0.4,9.1,0.5,0.4,25.0,12.5,12.5,12.5,25.0,0.0
154,Dejounte Murray,transition,2,Playoffs,8.0,1.4,18.05,0.87,1.4,55.0,10.8,25.6,8.7,44.55,5.0
155,Cheick Diallo,transition,1,Playoffs,7.0,0.3,15.4,1.0,0.3,50.0,0.0,0.0,0.0,50.0,0.0
156,Malcolm Miller,transition,1,Playoffs,10.0,0.2,18.2,1.0,0.2,0.0,50.0,0.0,50.0,50.0,0.0
157,D.J. Wilson,transition,1,Playoffs,8.0,0.3,8.3,1.0,0.3,50.0,0.0,0.0,0.0,50.0,0.0
158,Sheldon Mac,transition,1,Playoffs,7.0,0.0,18.2,1.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0
159,Shelvin Mack,transition,1,Playoffs,9.0,1.0,12.1,1.0,1.0,57.0,0.0,12.5,0.0,37.5,0.0
160,Zach Collins,transition,1,Playoffs,16.0,0.4,6.2,1.0,0.4,43.0,14.3,0.0,14.0,43.0,0.0
161,Treveon Graham,transition,1,Playoffs,5.0,0.4,12.5,1.0,0.4,50.0,0.0,0.0,0.0,50.0,0.0
162,Terrance Ferguson,transition,2,Playoffs,4.0,1.25,25.0,0.5,1.0,31.0,0.0,10.0,0.0,20.0,15.0
163,Jerome Robinson,transition,1,Playoffs,5.0,0.4,11.8,1.0,0.4,100.0,0.0,50.0,0.0,50.0,0.0
164,James Young,transition,1,Playoffs,10.0,0.0,17.6,1.0,0.0,75.0,0.0,33.3,0.0,33.3,0.0
165,Alfonzo McKinnie,transition,1,Playoffs,22.0,0.5,17.1,1.0,0.5,62.0,25.0,8.3,25.0,50.0,29.0
166,Jeff Teague,transition,4,Playoffs,9.0,2.12,17.23,0.8,1.55,44.0,19.3,19.1,16.5,39.65,8.0
167,Luke Kornet,transition,1,Playoffs,2.0,0.5,50.0,1.0,0.5,0.0,100.0,0.0,100.0,100.0,0.0
168,Anfernee Simons,transition,2,Playoffs,5.0,1.25,18.25,0.94,1.15,44.0,6.2,0.0,6.2,29.15,0.0
169,Elfrid Payton,transition,1,Playoffs,2.0,0.5,16.7,1.0,0.5,0.0,100.0,0.0,100.0,100.0,0.0
170,Axel Toupane,transition,1,Playoffs,4.0,0.5,50.0,1.0,0.5,50.0,0.0,0.0,0.0,50.0,0.0
171,Dirk Nowitzki,transition,1,Playoffs,5.0,0.4,2.1,1.0,0.4,50.0,0.0,0.0,0.0,50.0,0.0
172,Kelly Oubre Jr.,transition,2,Playoffs,9.0,2.25,27.75,0.96,2.1,46.0,15.2,9.1,15.2,47.15,30.0
173,Lavoy Allen,transition,2,Playoffs,4.0,0.15,59.1,0.5,0.15,25.0,0.0,50.0,0.0,25.0,0.0
174,Daniel Gafford,transition,1,Playoffs,5.0,1.0,12.2,1.0,1.0,50.0,40.0,0.0,40.0,60.0,0.0
175,Al Jefferson,transition,1,Playoffs,7.0,0.3,2.1,1.0,0.3,100.0,0.0,50.0,0.0,50.0,0.0
176,Josh Smith,transition,1,Playoffs,4.0,0.5,10.5,1.0,0.5,100.0,0.0,50.0,0.0,50.0,0.0
177,Facundo Campazzo,transition,1,Playoffs,10.0,1.5,15.5,1.0,1.5,46.0,13.3,13.3,13.3,40.0,23.0
178,Ja Morant,transition,2,Playoffs,7.0,4.5,15.6,0.98,4.3,62.0,16.8,23.8,18.5,49.5,24.0
179,Nerlens Noel,transition,2,Playoffs,6.0,0.45,10.15,0.83,0.35,67.0,0.0,25.0,0.0,41.5,0.0
180,Festus Ezeli,transition,1,Playoffs,23.0,0.2,3.9,1.0,0.2,50.0,0.0,0.0,0.0,50.0,0.0
181,Jaylen Hoard,transition,1,Playoffs,3.0,0.7,13.3,1.0,0.7,50.0,0.0,0.0,0.0,50.0,0.0
182,Isaiah Joe,transition,1,Playoffs,7.0,0.3,25.0,1.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0
183,Frank Ntilikina,transition,2,Playoffs,4.0,0.4,63.65,0.5,0.0,25.0,16.6,16.6,16.6,16.65,0.0
184,Josh Green,transition,1,Playoffs,11.0,0.1,3.8,1.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0
185,Shake Milton,transition,3,Playoffs,9.0,0.77,10.93,0.63,0.6,35.0,9.5,4.8,9.5,26.8,0.0
186,Juan Toscano-Anderson,transition,1,Playoffs,6.0,0.8,38.5,1.0,1.0,67.0,40.0,20.0,20.0,60.0,0.0
187,Jose Alvarado,transition,1,Playoffs,6.0,0.8,10.9,1.0,1.0,38.0,20.0,0.0,0.0,40.0,0.0
188,Jarrett Culver,transition,1,Playoffs,3.0,1.3,30.8,1.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0
189,Andre Drummond,transition,4,Playoffs,4.0,0.67,6.08,0.6,0.25,46.0,5.0,30.0,5.0,30.0,0.0
190,PJ Hairston,transition,1,Playoffs,2.0,1.0,25.0,1.0,1.0,100.0,0.0,50.0,0.0,50.0,0.0
191,Karl-Anthony Towns,transition,2,Playoffs,6.0,2.0,10.6,1.0,1.9,56.0,13.2,13.2,13.2,45.3,15.0
192,Jalen Brunson,transition,2,Playoffs,10.0,2.0,12.65,0.83,1.8,43.0,6.8,9.7,6.8,39.6,15.0
193,Gerald Henderson,transition,1,Playoffs,11.0,0.7,8.8,1.0,0.7,42.0,25.0,0.0,25.0,50.0,0.0
194,Kevin Martin,transition,1,Playoffs,5.0,0.6,11.1,1.0,0.6,50.0,0.0,0.0,0.0,33.3,0.0
195,Shaquille Harrison,transition,1,Playoffs,9.0,0.2,20.0,1.0,0.2,100.0,50.0,50.0,50.0,50.0,0.0
196,Jordan Crawford,transition,1,Playoffs,2.0,1.5,18.8,1.0,1.5,150.0,0.0,66.7,0.0,33.3,0.0
197,Wayne Selden,transition,1,Playoffs,6.0,1.0,13.3,1.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0
198,Michael Frazier II,transition,1,Playoffs,4.0,0.8,60.0,1.0,0.8,75.0,0.0,33.3,0.0,33.3,0.0
199,Paul Zipser,transition,1,Playoffs,6.0,2.0,20.5,1.0,2.0,58.0,11.1,22.2,11.1,44.4,0.0
200,Terence Davis,transition,1,Playoffs,6.0,1.7,26.3,1.0,1.7,50.0,20.0,20.0,20.0,40.0,41.0
201,Isaiah Canaan,transition,1,Playoffs,3.0,2.0,20.6,1.0,2.0,58.0,0.0,14.3,0.0,42.9,0.0
202,Tyler Johnson,transition,4,Playoffs,6.0,0.68,11.07,1.0,0.68,42.0,31.2,10.0,31.2,55.83,0.0
203,Kendrick Nunn,transition,2,Playoffs,10.0,1.45,15.3,0.85,1.2,46.0,10.1,18.9,10.1,34.9,20.0
204,Josh Reaves,transition,1,Playoffs,2.0,1.0,40.0,1.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0
205,JaKarr Sampson,transition,1,Playoffs,4.0,1.0,22.2,1.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0
206,Jaren Jackson Jr.,transition,2,Playoffs,8.0,2.15,14.5,1.02,2.0,55.0,0.0,6.8,0.0,40.35,29.0
207,Isaiah Thomas,transition,2,Playoffs,10.0,3.75,15.6,0.93,3.35,49.0,11.7,15.7,11.7,37.95,28.0
208,Aaron Gordon,transition,3,Playoffs,7.0,2.3,15.8,0.93,2.13,47.0,27.0,18.3,27.0,46.53,22.0
209,Lou Williams,transition,4,Playoffs,12.0,1.98,13.7,0.94,1.65,48.0,12.3,11.7,11.1,43.48,27.0
