,Player,Playtype,# Seasons,Season,Avg. GP,Avg. # Poss,Avg. Freq,Avg. PPP,Avg. Pts,Avg. EFG%,Avg. FT Freq,Avg. TOV Freq,Avg. SF Freq,Avg. Score Freq,Avg. Percentile
2934,Vince Carter,postup,5,Regular Season,65.0,0.56,8.14,0.85,0.46,42.0,12.1,8.2,10.9,43.36,50.0
2935,Deron Williams,postup,2,Regular Season,52.0,1.0,6.8,0.95,1.0,48.0,21.9,15.5,20.7,48.25,73.0
2936,Zion Williamson,postup,2,Regular Season,42.0,3.85,17.5,0.98,3.75,51.0,20.6,10.7,19.6,52.05,61.0
2937,Jock Landale,postup,1,Regular Season,54.0,0.5,9.9,1.04,0.5,55.0,12.0,16.0,12.0,48.0,75.0
2938,Drew Eubanks,postup,4,Regular Season,37.0,0.55,9.03,0.88,0.47,38.0,28.8,8.8,18.8,48.47,53.0
2939,RJ Barrett,postup,3,Regular Season,66.0,0.53,2.87,0.99,0.53,47.0,28.4,11.9,24.5,51.27,66.0
2940,Deandre Ayton,postup,4,Regular Season,59.0,3.73,25.03,0.95,3.55,51.0,8.2,11.2,7.3,47.68,55.0
2941,Al Horford,postup,7,Regular Season,65.0,2.7,20.41,0.93,2.47,49.0,9.2,10.8,7.7,46.41,58.0
2942,Brook Lopez,postup,7,Regular Season,65.0,2.87,18.29,0.96,2.76,50.0,14.7,12.6,12.9,47.59,66.0
2943,Donatas Motiejunas,postup,2,Regular Season,36.0,1.1,16.5,0.96,1.0,55.0,12.2,11.3,12.2,51.05,74.0
2944,Khem Birch,postup,3,Regular Season,46.0,0.37,6.97,0.77,0.27,45.0,16.5,23.5,11.9,43.73,31.0
2945,Boris Diaw,postup,2,Regular Season,74.0,1.8,28.05,0.94,1.75,57.0,7.8,21.3,7.6,46.4,62.0
2946,Dario Saric,postup,6,Regular Season,59.0,1.15,10.03,0.84,0.95,45.0,18.1,21.8,12.8,43.32,38.0
2947,LeBron James,postup,7,Regular Season,65.0,2.71,10.59,0.99,2.7,53.0,13.3,12.5,11.0,49.97,73.0
2948,Roy Hibbert,postup,2,Regular Season,62.0,1.7,28.25,0.86,1.4,43.0,13.8,11.7,11.6,43.7,55.0
2949,Khris Middleton,postup,7,Regular Season,66.0,1.56,8.47,0.95,1.47,51.0,7.3,12.2,5.9,46.77,63.0
2950,Klay Thompson,postup,5,Regular Season,68.0,0.74,3.84,0.86,0.68,42.0,7.7,8.7,6.6,43.18,43.0
2951,Mike Scott,postup,5,Regular Season,60.0,0.56,8.28,0.79,0.48,40.0,16.0,11.1,14.3,43.78,42.0
2952,Harrison Barnes,postup,8,Regular Season,63.0,2.15,13.75,0.96,2.06,45.0,18.4,9.6,14.9,48.52,66.0
2953,Kris Dunn,postup,2,Regular Season,49.0,0.45,3.15,0.96,0.45,52.0,6.2,12.4,6.2,46.2,62.0
2954,Andre Drummond,postup,10,Regular Season,50.0,3.23,19.72,0.81,2.69,45.0,14.8,15.1,13.0,41.59,34.0
2955,Jarrett Allen,postup,2,Regular Season,54.0,1.5,11.8,1.03,1.55,54.0,21.4,13.2,18.2,55.75,71.0
2956,Michael Kidd-Gilchrist,postup,2,Regular Season,78.0,0.4,4.45,0.98,0.4,47.0,17.0,6.5,17.0,51.3,74.0
2957,Josh Jackson,postup,3,Regular Season,73.0,0.23,1.43,0.92,0.23,49.0,8.2,12.5,8.2,45.93,51.0
2958,Rudy Gobert,postup,7,Regular Season,69.0,0.56,4.6,0.85,0.51,49.0,24.1,19.7,17.9,45.5,46.0
2959,Isaiah Stewart,postup,2,Regular Season,70.0,0.85,10.25,0.94,0.75,53.0,8.8,16.8,6.4,48.35,53.0
2960,Jae'Sean Tate,postup,2,Regular Season,74.0,0.65,5.75,0.98,0.65,59.0,16.6,20.8,10.9,50.9,58.0
2961,Anthony Tolliver,postup,1,Regular Season,65.0,0.3,3.8,1.06,0.3,56.0,29.4,17.6,17.6,58.8,90.0
2962,Marcus Morris Sr.,postup,8,Regular Season,58.0,1.65,11.6,0.94,1.57,48.0,11.4,9.7,9.8,47.63,59.0
2963,Dewayne Dedmon,postup,6,Regular Season,60.0,0.25,3.73,0.79,0.2,39.0,9.5,8.8,8.4,39.33,41.0
2964,Serge Ibaka,postup,8,Regular Season,55.0,1.32,10.59,0.92,1.21,48.0,9.8,11.7,6.8,46.48,58.0
2965,Mindaugas Kuzminskas,postup,1,Regular Season,68.0,0.2,3.1,1.07,0.2,62.0,21.4,21.4,14.3,57.1,92.0
2966,Wendell Carter Jr.,postup,5,Regular Season,41.0,1.5,12.62,0.81,1.18,39.0,14.1,10.6,11.7,42.64,34.0
2967,Jimmy Butler,postup,7,Regular Season,61.0,1.5,7.54,0.95,1.43,43.0,17.8,8.6,16.3,47.2,64.0
2968,Kevin Seraphin,postup,2,Regular Season,49.0,1.8,34.85,0.85,1.35,46.0,4.2,11.3,2.5,42.65,53.0
2969,Zach Collins,postup,4,Regular Season,46.0,1.07,15.3,0.89,0.97,45.0,13.6,9.9,10.4,46.47,51.0
2970,P.J. Tucker,postup,3,Regular Season,70.0,0.47,5.3,0.66,0.23,35.0,9.9,15.2,9.9,34.97,30.0
2971,Eric Paschall,postup,2,Regular Season,50.0,1.05,8.7,1.04,1.1,51.0,20.7,12.3,20.7,47.9,75.0
2972,Steven Adams,postup,7,Regular Season,73.0,1.77,16.11,0.92,1.63,54.0,18.6,13.3,15.7,49.14,54.0
2973,Shai Gilgeous-Alexander,postup,1,Regular Season,56.0,0.2,0.9,1.08,0.3,54.0,0.0,0.0,0.0,53.8,82.0
2974,Pascal Siakam,postup,6,Regular Season,67.0,1.55,8.52,0.92,1.45,47.0,11.0,9.5,10.5,46.62,50.0
2975,Ivan Rabb,postup,2,Regular Season,42.0,0.75,13.9,0.93,0.7,53.0,4.4,15.3,4.4,46.15,56.0
2976,John Collins,postup,5,Regular Season,58.0,1.76,11.48,0.93,1.7,48.0,12.3,12.9,8.7,46.38,56.0
2977,Carl Landry,postup,1,Regular Season,36.0,1.8,20.4,1.08,1.9,56.0,29.7,12.5,23.4,57.8,94.0
2978,Jaren Jackson Jr.,postup,4,Regular Season,51.0,2.17,14.45,0.95,2.0,47.0,16.8,11.9,13.0,47.72,54.0
2979,Paul George,postup,7,Regular Season,63.0,0.97,4.06,0.84,0.83,44.0,10.7,15.7,9.5,42.47,43.0
2980,Jeff Teague,postup,3,Regular Season,77.0,0.13,0.9,0.93,0.13,52.0,14.4,19.7,14.4,46.43,63.0
2981,Michael Porter Jr.,postup,2,Regular Season,58.0,0.25,2.5,0.78,0.25,42.0,7.7,9.5,3.9,42.65,45.0
2982,Zaza Pachulia,postup,4,Regular Season,71.0,0.5,8.15,0.86,0.4,47.0,23.5,20.5,16.6,43.58,48.0
2983,David West,postup,3,Regular Season,73.0,1.3,20.87,0.91,1.23,53.0,12.5,20.4,11.1,46.43,55.0
2984,Stanley Johnson,postup,3,Regular Season,63.0,0.37,3.5,0.79,0.27,44.0,16.9,25.1,15.9,39.27,38.0
2985,Obi Toppin,postup,2,Regular Season,67.0,0.45,7.55,1.07,0.45,55.0,17.4,9.4,14.6,55.8,78.0
2986,Jonas Jerebko,postup,2,Regular Season,76.0,0.2,3.65,0.85,0.15,44.0,17.4,12.9,11.9,43.9,50.0
2987,Ian Mahinmi,postup,4,Regular Season,54.0,0.55,7.6,0.86,0.5,53.0,17.9,19.1,12.7,45.78,49.0
2988,Mitchell Robinson,postup,2,Regular Season,69.0,0.2,3.2,0.93,0.2,81.0,28.4,32.9,20.9,47.85,52.0
2989,Kyle Lowry,postup,3,Regular Season,72.0,0.23,1.27,0.86,0.23,43.0,16.6,8.9,16.6,43.23,48.0
2990,Bojan Bogdanovic,postup,7,Regular Season,71.0,0.83,5.29,0.91,0.76,42.0,19.3,11.1,17.6,46.09,54.0
2991,Miles Bridges,postup,4,Regular Season,73.0,0.65,4.85,0.86,0.6,49.0,8.5,18.9,6.7,43.65,44.0
2992,Jerami Grant,postup,6,Regular Season,68.0,0.85,6.48,0.98,0.82,50.0,22.8,14.4,19.4,49.67,66.0
2993,Al Jefferson,postup,3,Regular Season,50.0,4.33,46.27,0.98,4.13,49.0,10.7,5.8,10.5,49.5,78.0
2994,Luka Doncic,postup,4,Regular Season,66.0,1.65,6.0,1.01,1.65,50.0,22.3,11.3,19.4,51.12,72.0
2995,Jalen Brunson,postup,2,Regular Season,76.0,0.3,2.4,1.05,0.3,58.0,16.1,12.8,14.4,51.65,76.0
2996,Alex Len,postup,8,Regular Season,56.0,1.14,12.58,0.81,0.89,46.0,17.2,18.1,15.6,44.33,40.0
2997,LaMarcus Aldridge,postup,8,Regular Season,54.0,5.49,31.76,0.98,5.41,47.0,16.1,7.8,15.0,49.29,68.0
2998,Joel Embiid,postup,6,Regular Season,55.0,8.28,33.85,1.02,8.48,50.0,24.7,14.5,21.0,52.32,76.0
2999,Jonathon Simmons,postup,2,Regular Season,55.0,0.35,3.15,1.0,0.4,43.0,19.7,5.5,19.7,45.85,71.0
3000,JaMychal Green,postup,8,Regular Season,58.0,0.83,9.41,0.86,0.69,46.0,13.7,17.0,11.8,43.73,46.0
3001,Tobias Harris,postup,10,Regular Season,53.0,1.67,9.64,0.99,1.66,49.0,13.9,8.5,12.4,49.7,71.0
3002,Evan Turner,postup,4,Regular Season,74.0,1.33,13.82,1.03,1.38,52.0,12.6,9.5,11.1,51.35,82.0
3003,Michael Beasley,postup,4,Regular Season,44.0,1.2,11.0,0.87,1.07,46.0,9.7,13.5,9.6,43.15,53.0
3004,Ivica Zubac,postup,6,Regular Season,53.0,1.12,13.2,0.96,1.07,53.0,9.7,13.9,7.1,50.22,60.0
3005,Devin Booker,postup,7,Regular Season,68.0,1.04,4.36,1.01,1.04,49.0,19.2,12.1,13.7,51.4,74.0
3006,Chuma Okeke,postup,2,Regular Season,58.0,0.5,5.8,0.92,0.55,47.0,10.9,11.4,9.5,48.55,50.0
3007,Kristaps Porzingis,postup,7,Regular Season,49.0,3.66,19.13,0.91,3.44,43.0,18.5,10.2,16.6,46.57,51.0
3008,Jonas Valanciunas,postup,8,Regular Season,59.0,3.43,23.85,1.01,3.45,53.0,15.0,13.7,13.5,51.23,73.0
3009,Kawhi Leonard,postup,6,Regular Season,54.0,2.22,10.45,1.02,2.25,51.0,15.3,10.3,13.0,51.57,80.0
3010,Jeff Green,postup,8,Regular Season,60.0,1.0,9.43,0.91,0.89,44.0,14.4,8.8,13.0,45.89,53.0
3011,Thomas Bryant,postup,3,Regular Season,48.0,0.53,6.53,0.93,0.47,50.0,18.6,21.7,15.4,47.37,54.0
3012,Jaylen Brown,postup,6,Regular Season,67.0,0.87,5.62,0.94,0.82,50.0,17.1,13.2,14.0,47.5,58.0
3013,Larry Nance Jr.,postup,7,Regular Season,44.0,0.71,8.76,0.7,0.46,34.0,14.1,16.9,8.5,36.79,27.0
3014,Onyeka Okongwu,postup,2,Regular Season,49.0,0.35,7.2,0.98,0.35,58.0,11.5,18.8,8.6,50.45,58.0
3015,Jonathan Kuminga,postup,1,Regular Season,71.0,0.7,8.3,1.12,0.8,67.0,25.0,21.2,23.1,57.7,85.0
3016,Jerian Grant,postup,1,Regular Season,63.0,0.3,4.5,1.12,0.3,46.0,23.5,0.0,23.5,58.8,95.0
3017,Richaun Holmes,postup,6,Regular Season,55.0,0.33,4.15,0.98,0.37,55.0,15.7,20.0,10.8,48.95,65.0
3018,Brandon Bass,postup,2,Regular Season,59.0,0.85,16.35,1.1,1.0,54.0,20.8,13.4,19.9,55.25,95.0
3019,De'Aaron Fox,postup,2,Regular Season,58.0,0.3,1.25,1.01,0.3,47.0,13.8,5.0,13.8,48.15,65.0
3020,Jake Layman,postup,1,Regular Season,71.0,0.2,3.0,1.13,0.2,54.0,13.3,0.0,6.7,60.0,90.0
3021,Ryan Anderson,postup,3,Regular Season,68.0,1.27,8.5,0.95,1.23,51.0,10.0,14.4,8.9,47.13,66.0
3022,Clint Capela,postup,7,Regular Season,66.0,0.46,3.99,0.83,0.39,43.0,13.4,10.7,11.4,44.21,40.0
3023,Jrue Holiday,postup,7,Regular Season,67.0,0.56,3.06,0.96,0.57,50.0,11.5,12.5,9.8,47.89,63.0
3024,Maxi Kleber,postup,3,Regular Season,67.0,0.3,4.97,0.97,0.3,47.0,22.8,13.2,16.1,50.3,60.0
3025,DeMar DeRozan,postup,7,Regular Season,73.0,1.9,8.34,1.0,1.93,47.0,17.9,9.1,17.2,49.54,70.0
3026,Joe Johnson,postup,5,Regular Season,43.0,1.48,15.74,0.97,1.46,52.0,10.2,14.1,9.5,48.3,67.0
3027,Enes Freedom,postup,8,Regular Season,57.0,2.61,23.23,1.01,2.59,56.0,13.4,17.0,11.6,50.31,73.0
3028,Trendon Watford,postup,1,Regular Season,48.0,0.5,7.3,1.15,0.6,61.0,19.2,11.5,19.2,61.5,88.0
3029,Paul Millsap,postup,6,Regular Season,61.0,2.33,16.4,1.0,2.33,49.0,20.0,10.8,16.2,51.1,73.0
3030,Kelly Olynyk,postup,8,Regular Season,60.0,0.94,8.51,0.96,0.95,57.0,19.3,22.1,13.6,49.8,66.0
3031,Doug McDermott,postup,2,Regular Season,62.0,0.35,3.65,1.03,0.35,49.0,10.0,2.6,7.7,50.1,84.0
3032,Dwight Howard,postup,7,Regular Season,62.0,2.6,20.2,0.93,2.23,55.0,26.9,18.2,19.4,51.09,55.0
3033,Bogdan Bogdanovic,postup,4,Regular Season,68.0,0.3,2.08,0.93,0.3,44.0,18.1,8.8,14.3,46.85,53.0
3034,Nene,postup,4,Regular Season,54.0,1.15,14.28,0.88,0.97,53.0,20.9,18.8,16.1,47.12,49.0
3035,Myles Turner,postup,7,Regular Season,62.0,1.53,12.57,0.94,1.43,46.0,17.1,9.4,14.5,48.01,58.0
3036,Nikola Jokic,postup,7,Regular Season,75.0,4.36,23.03,1.04,4.53,54.0,15.5,13.1,12.2,52.0,80.0
3037,Derrick Favors,postup,5,Regular Season,63.0,1.46,11.16,0.92,1.26,51.0,13.8,15.8,10.9,47.52,58.0
3038,Aron Baynes,postup,6,Regular Season,64.0,0.72,10.68,0.9,0.68,49.0,9.5,14.8,9.2,44.68,54.0
3039,Jaxson Hayes,postup,1,Regular Season,70.0,0.2,2.3,1.17,0.2,60.0,8.3,8.3,8.3,58.3,90.0
3040,Daniel Gafford,postup,1,Regular Season,72.0,0.4,5.4,1.17,0.5,67.0,24.1,13.8,20.7,58.6,92.0
3041,Moritz Wagner,postup,4,Regular Season,40.0,0.52,6.4,1.0,0.57,62.0,20.3,29.0,20.3,49.25,63.0
3042,Marvin Williams,postup,5,Regular Season,70.0,0.66,8.04,1.06,0.7,52.0,13.8,6.4,11.4,51.86,79.0
3043,Sekou Doumbouya,postup,2,Regular Season,47.0,0.3,4.3,0.97,0.25,42.0,37.5,16.3,34.5,52.4,59.0
3044,Taj Gibson,postup,7,Regular Season,60.0,1.73,18.24,1.0,1.69,56.0,14.1,16.6,12.8,50.9,73.0
3045,E'Twaun Moore,postup,3,Regular Season,71.0,0.17,1.73,0.94,0.17,51.0,5.8,11.9,8.6,44.2,63.0
3046,Tomas Satoransky,postup,1,Regular Season,80.0,0.2,2.2,1.19,0.2,62.0,31.3,18.8,25.0,62.5,93.0
3047,Omri Casspi,postup,2,Regular Season,61.0,0.2,3.6,1.17,0.25,52.0,21.2,5.0,21.2,58.15,97.0
3048,Rudy Gay,postup,7,Regular Season,59.0,1.49,11.09,0.98,1.47,49.0,13.1,9.0,11.7,49.34,66.0
3049,Jabari Parker,postup,6,Regular Season,42.0,1.05,6.8,1.06,1.13,60.0,15.0,16.0,13.0,53.7,86.0
3050,Danilo Gallinari,postup,7,Regular Season,55.0,1.79,12.43,1.04,1.87,46.0,23.5,10.1,19.6,52.13,75.0
3051,James Harden,postup,4,Regular Season,78.0,0.73,2.48,0.95,0.65,47.0,16.7,11.4,16.7,47.08,61.0
3052,Arron Afflalo,postup,3,Regular Season,62.0,1.23,13.77,0.99,1.23,52.0,9.9,14.5,9.0,48.2,70.0
3053,Tyreke Evans,postup,1,Regular Season,69.0,0.2,1.6,1.21,0.2,62.0,7.1,7.1,7.1,57.1,95.0
3054,Chris Paul,postup,6,Regular Season,66.0,0.43,2.48,1.06,0.43,51.0,11.4,5.3,11.0,52.07,77.0
3055,Robin Lopez,postup,7,Regular Season,68.0,2.29,25.81,0.97,2.2,55.0,8.5,13.5,6.7,49.7,64.0
3056,Day'Ron Sharpe,postup,1,Regular Season,32.0,0.6,9.1,1.22,0.7,73.0,16.7,22.2,16.7,61.1,94.0
3057,Lance Thomas,postup,2,Regular Season,52.0,0.4,6.45,1.03,0.4,57.0,18.2,18.8,18.2,51.05,64.0
3058,Kelly Oubre Jr.,postup,1,Regular Season,55.0,0.2,1.5,1.23,0.3,58.0,30.8,0.0,30.8,61.5,94.0
3059,Kevin Durant,postup,6,Regular Season,62.0,2.08,8.57,1.07,2.23,53.0,16.9,10.6,13.8,53.52,81.0
3060,Marvin Bagley III,postup,5,Regular Season,33.0,2.12,15.24,0.82,1.62,42.0,10.6,12.7,10.0,41.24,32.0
3061,Tim Hardaway Jr.,postup,3,Regular Season,45.0,0.4,2.5,1.08,0.47,42.0,29.4,6.7,30.0,51.53,71.0
3062,Lamar Stevens,postup,2,Regular Season,52.0,0.25,4.95,0.85,0.25,41.0,8.3,7.7,8.3,40.7,49.0
3063,Damian Jones,postup,1,Regular Season,56.0,0.5,7.1,1.26,0.6,69.0,29.6,18.5,25.9,59.3,95.0
3064,Deni Avdija,postup,1,Regular Season,82.0,0.2,2.6,1.26,0.3,53.0,31.6,5.3,21.1,57.9,96.0
3065,De'Andre Hunter,postup,3,Regular Season,46.0,0.57,4.03,1.09,0.6,54.0,14.6,8.8,11.5,55.17,73.0
3066,Montrezl Harrell,postup,7,Regular Season,60.0,2.1,17.54,1.01,2.04,53.0,16.9,11.8,15.7,51.53,68.0
3067,Lauri Markkanen,postup,5,Regular Season,56.0,1.2,7.94,0.96,1.1,48.0,17.0,13.4,11.5,47.94,53.0
3068,Talen Horton-Tucker,postup,2,Regular Season,62.0,0.2,1.65,0.81,0.15,43.0,0.0,9.1,0.0,40.9,49.0
3069,Gordon Hayward,postup,6,Regular Season,62.0,0.53,3.0,1.06,0.52,47.0,22.8,5.9,12.7,54.33,75.0
3070,Jamal Murray,postup,2,Regular Season,54.0,0.35,1.9,1.1,0.4,62.0,4.8,11.2,4.8,56.15,70.0
3071,Tony Bradley,postup,1,Regular Season,22.0,0.6,8.1,1.29,0.8,64.0,14.3,7.1,14.3,64.3,98.0
3072,Mike Muscala,postup,2,Regular Season,41.0,0.25,3.4,1.27,0.35,66.0,23.4,17.5,18.4,59.15,96.0
3073,Kyrie Irving,postup,6,Regular Season,56.0,0.5,2.15,1.03,0.52,50.0,10.7,4.5,10.7,50.18,71.0
3074,Rodney Hood,postup,6,Regular Season,45.0,0.65,6.53,1.04,0.65,51.0,14.6,9.3,14.6,51.82,73.0
3075,Bradley Beal,postup,6,Regular Season,66.0,0.23,0.92,0.99,0.25,48.0,19.6,9.8,19.4,48.98,60.0
3076,Nemanja Bjelica,postup,5,Regular Season,61.0,0.58,7.06,0.89,0.54,53.0,15.6,21.6,12.6,46.3,40.0
3077,Patrick Patterson,postup,4,Regular Season,70.0,0.25,5.85,0.92,0.25,56.0,17.4,21.2,9.8,45.1,54.0
3078,Frank Kaminsky,postup,6,Regular Season,61.0,0.92,9.75,0.96,0.85,46.0,20.0,9.0,18.0,48.75,54.0
3079,Dwight Powell,postup,3,Regular Season,79.0,0.23,3.1,1.05,0.23,51.0,26.0,16.6,24.5,51.7,64.0
3080,Alen Smailagic,postup,1,Regular Season,13.0,0.8,17.9,1.4,1.1,83.0,30.0,30.0,30.0,60.0,100.0
3081,Trey Lyles,postup,6,Regular Season,60.0,0.87,9.28,0.95,0.85,47.0,22.0,14.1,15.4,49.98,55.0
3082,Carmelo Anthony,postup,7,Regular Season,61.0,3.37,19.87,1.0,3.26,49.0,13.8,9.2,12.3,50.89,64.0
3083,Eric Bledsoe,postup,4,Regular Season,62.0,0.23,1.15,1.02,0.2,58.0,17.9,11.8,16.0,52.88,59.0
3084,Nikola Mirotic,postup,6,Regular Season,40.0,1.45,10.97,0.9,1.35,44.0,17.4,11.9,10.0,46.47,51.0
3085,Grant Williams,postup,3,Regular Season,70.0,0.33,6.9,1.21,0.43,60.0,19.2,9.8,14.0,57.6,78.0
3086,Tristan Thompson,postup,7,Regular Season,49.0,0.87,9.56,0.85,0.7,49.0,16.9,17.9,12.6,43.99,38.0
3087,Cody Zeller,postup,5,Regular Season,58.0,0.28,2.92,1.12,0.32,57.0,28.2,7.7,21.6,53.84,84.0
3088,Channing Frye,postup,5,Regular Season,39.0,0.6,9.94,1.15,0.68,61.0,13.2,14.5,12.8,55.28,84.0
3089,Gabriel Deck,postup,1,Regular Season,10.0,1.2,14.5,1.5,1.8,75.0,0.0,0.0,0.0,75.0,100.0
3090,Mikal Bridges,postup,1,Regular Season,82.0,0.2,1.9,1.53,0.4,71.0,36.8,5.3,31.6,73.7,100.0
3091,Daniel Theis,postup,3,Regular Season,51.0,0.4,5.5,1.12,0.4,60.0,25.9,16.5,16.8,58.0,70.0
3092,Luol Deng,postup,3,Regular Season,51.0,0.63,7.47,0.97,0.63,47.0,17.5,8.5,14.0,48.07,44.0
3093,Gerald Green,postup,1,Regular Season,69.0,0.3,2.8,1.74,0.5,83.0,10.5,0.0,10.5,84.2,100.0
3094,Jae'Sean Tate,offscreen,1,Regular Season,70.0,0.2,1.7,0.15,0.0,10.0,0.0,23.1,0.0,7.7,0.0
3095,Rajon Rondo,offscreen,1,Regular Season,66.0,0.2,1.5,0.2,0.0,11.0,0.0,10.0,0.0,10.0,0.0
3096,Ronnie Price,offscreen,1,Regular Season,62.0,0.2,2.8,0.27,0.0,15.0,0.0,9.0,0.0,9.0,1.0
3097,Dwight Howard,offscreen,1,Regular Season,81.0,0.1,0.8,0.27,0.0,12.0,9.1,18.2,9.1,18.2,1.0
3098,Andrew Harrison,offscreen,1,Regular Season,72.0,0.2,2.2,0.33,0.1,10.0,16.7,0.0,16.7,25.0,1.0
3099,Derrick Favors,offscreen,1,Regular Season,77.0,0.1,1.2,0.36,0.1,18.0,0.0,0.0,0.0,18.2,2.0
3100,Justise Winslow,offscreen,1,Regular Season,66.0,0.2,1.2,0.36,0.1,12.0,9.1,18.2,9.1,18.2,1.0
3101,Rondae Hollis-Jefferson,offscreen,1,Regular Season,78.0,0.2,2.2,0.41,0.1,19.0,5.9,17.6,5.9,17.6,4.0
3102,Jonathan Kuminga,offscreen,1,Regular Season,71.0,0.0,1.9,0.42,0.1,31.0,8.3,25.0,8.3,16.7,1.0
3103,Corey Brewer,offscreen,1,Regular Season,82.0,0.5,6.5,0.44,0.2,26.0,2.0,22.0,2.2,20.0,3.0
3104,Frank Ntilikina,offscreen,1,Regular Season,78.0,0.3,4.0,0.46,0.2,24.0,0.0,3.8,0.0,19.2,3.0
3105,Chris Duarte,offscreen,1,Regular Season,55.0,1.0,4.3,0.46,0.3,23.0,3.0,6.1,3.0,24.2,2.0
3106,Ziaire Williams,offscreen,1,Regular Season,62.0,0.0,5.3,0.46,0.2,14.0,11.5,7.7,7.7,19.2,2.0
3107,Elijah Hughes,offscreen,1,Regular Season,22.0,1.0,11.1,0.46,0.3,23.0,7.7,7.7,7.7,23.1,2.0
3108,Hamidou Diallo,offscreen,1,Regular Season,58.0,0.0,1.6,0.5,0.1,17.0,30.0,10.0,30.0,30.0,3.0
3109,Jacob Evans,offscreen,1,Regular Season,27.0,0.4,7.0,0.5,0.2,30.0,0.0,16.7,0.0,25.0,5.0
3110,Troy Brown Jr.,offscreen,1,Regular Season,69.0,0.3,2.6,0.5,0.1,18.0,10.0,5.0,10.0,25.0,5.0
3111,Jameer Nelson,offscreen,1,Regular Season,75.0,0.1,1.3,0.5,0.1,31.0,0.0,20.0,0.0,20.0,4.0
3112,Patrick Beverley,offscreen,1,Regular Season,67.0,0.1,1.5,0.5,0.1,31.0,0.0,20.0,0.0,20.0,4.0
3113,Royce O'Neale,offscreen,1,Regular Season,68.0,0.2,3.5,0.54,0.1,20.0,15.4,7.7,15.4,30.8,4.0
3114,Cole Anthony,offscreen,2,Regular Season,56.0,0.1,1.45,0.38,0.1,16.0,5.5,2.8,5.5,16.1,3.0
3115,O.J. Mayo,offscreen,1,Regular Season,41.0,0.9,8.8,0.56,0.5,29.0,3.0,6.0,2.8,28.0,7.0
3116,Paul Zipser,offscreen,1,Regular Season,54.0,0.3,4.8,0.57,0.1,29.0,0.0,0.0,0.0,28.6,5.0
3117,Ron Baker,offscreen,1,Regular Season,52.0,0.4,8.0,0.57,0.3,31.0,0.0,8.7,0.0,21.7,7.0
3118,Cam Thomas,offscreen,1,Regular Season,67.0,0.0,2.3,0.57,0.1,25.0,14.3,7.1,14.3,28.6,6.0
3119,Anthony Brown,offscreen,1,Regular Season,29.0,0.5,9.4,0.57,0.3,33.0,0.0,7.0,7.1,21.0,8.0
3120,C.J. Watson,offscreen,1,Regular Season,62.0,0.4,7.4,0.58,0.2,32.0,4.2,16.7,4.2,25.0,9.0
3121,Milos Teodosic,offscreen,1,Regular Season,45.0,0.3,2.5,0.58,0.2,29.0,0.0,0.0,0.0,25.0,6.0
3122,Jordan Farmar,offscreen,1,Regular Season,12.0,0.8,8.2,0.6,0.5,50.0,0.0,40.0,0.0,20.0,9.0
3123,Chris Chiozza,offscreen,1,Regular Season,34.0,0.0,8.8,0.6,0.2,33.0,0.0,10.0,0.0,20.0,6.0
3124,Raul Neto,offscreen,1,Regular Season,70.0,0.0,2.6,0.6,0.1,31.0,6.7,6.7,0.0,33.3,6.0
3125,Justin Hamilton,offscreen,1,Regular Season,64.0,0.2,2.3,0.6,0.1,30.0,0.0,0.0,0.0,20.0,10.0
3126,Tony Allen,offscreen,1,Regular Season,71.0,0.1,1.3,0.6,0.1,43.0,0.0,30.0,0.0,30.0,10.0
3127,DeAndre' Bembry,offscreen,1,Regular Season,81.0,0.2,1.9,0.6,0.1,35.0,0.0,13.3,0.0,26.7,6.0
3128,Luol Deng,offscreen,2,Regular Season,65.0,0.6,5.5,0.6,0.3,32.0,2.5,6.5,1.2,28.5,10.0
3129,Dzanan Musa,offscreen,1,Regular Season,40.0,0.3,5.5,0.62,0.2,35.0,7.7,15.4,7.7,30.8,10.0
3130,Brandon Williams,offscreen,1,Regular Season,24.0,1.0,3.4,0.62,0.3,35.0,7.7,15.4,7.7,30.8,7.0
3131,Josh Okogie,offscreen,2,Regular Season,68.0,0.2,1.95,0.55,0.1,19.0,16.1,8.4,16.1,25.2,7.0
3132,Dairis Bertans,offscreen,1,Regular Season,12.0,1.2,28.6,0.64,0.8,32.0,0.0,0.0,0.0,21.4,10.0
3133,Archie Goodwin,offscreen,1,Regular Season,57.0,0.2,1.8,0.64,0.1,33.0,27.0,18.0,18.2,45.0,13.0
3134,Ben Simmons,offscreen,1,Regular Season,81.0,0.1,0.8,0.67,0.1,36.0,0.0,8.3,0.0,33.3,10.0
3135,Isaiah Whitehead,offscreen,1,Regular Season,73.0,0.2,2.1,0.67,0.1,46.0,0.0,26.7,0.0,26.7,16.0
3136,CJ Elleby,offscreen,1,Regular Season,58.0,0.0,4.5,0.67,0.2,38.0,5.6,22.2,5.6,27.8,10.0
3137,Charlie Villanueva,offscreen,1,Regular Season,62.0,0.9,15.2,0.68,0.6,36.0,2.0,7.0,1.8,29.0,15.0
3138,Corey Kispert,offscreen,1,Regular Season,77.0,1.0,8.0,0.68,0.4,35.0,2.1,6.4,2.1,25.5,12.0
3139,Moses Moody,offscreen,1,Regular Season,52.0,1.0,13.8,0.69,0.4,32.0,10.3,6.9,3.4,31.0,12.0
