,Player,Playtype,# Seasons,Season,Avg. GP,Avg. # Poss,Avg. Freq,Avg. PPP,Avg. Pts,Avg. EFG%,Avg. FT Freq,Avg. TOV Freq,Avg. SF Freq,Avg. Score Freq,Avg. Percentile
0,Jay Scrubb,transition,1,Regular Season,4.0,3.0,26.7,0.42,1.3,18.0,8.3,8.3,8.3,16.7,0.0
1,Steve Blake,transition,1,Regular Season,58.0,0.5,8.5,0.43,0.2,31.0,3.6,32.1,3.6,17.9,0.0
2,Kendall Marshall,transition,1,Regular Season,30.0,0.5,8.4,0.43,0.2,28.0,7.1,35.7,7.1,14.3,0.0
3,Jaylen Adams,transition,1,Regular Season,33.0,0.8,19.0,0.46,0.4,38.0,0.0,38.5,0.0,19.2,0.0
4,Myke Henry,transition,1,Regular Season,20.0,1.2,18.2,0.54,0.7,34.0,8.3,25.0,4.2,29.2,1.0
5,James Anderson,transition,1,Regular Season,51.0,1.2,26.5,0.58,0.7,35.0,4.8,22.6,3.2,29.0,1.0
6,Milos Teodosic,transition,1,Regular Season,45.0,1.1,10.5,0.58,0.6,48.0,4.0,42.0,0.0,24.0,2.0
7,Josh Hall,transition,1,Regular Season,21.0,1.2,18.2,0.58,0.7,33.0,23.1,30.8,23.1,34.6,1.0
8,Greivis Vasquez,transition,1,Regular Season,23.0,0.7,9.0,0.59,0.4,27.0,17.6,29.4,17.6,23.5,2.0
9,Keljin Blevins,transition,1,Regular Season,31.0,0.9,21.8,0.59,0.5,35.0,3.4,17.2,0.0,24.1,1.0
10,Joe Young,transition,1,Regular Season,53.0,0.8,18.8,0.6,0.5,30.0,11.9,19.0,7.1,31.0,2.0
11,Bryce Dejean-Jones,transition,1,Regular Season,14.0,1.1,18.0,0.63,0.7,40.0,12.5,25.0,12.5,25.0,2.0
12,Briante Weber,transition,2,Regular Season,9.0,1.5,25.95,0.62,0.95,33.0,4.5,9.6,0.0,33.2,2.0
13,Travis Wear,transition,1,Regular Season,17.0,1.0,20.7,0.65,0.6,30.0,5.9,5.9,0.0,29.4,3.0
14,Anthony Lamb,transition,1,Regular Season,24.0,0.8,13.5,0.65,0.5,33.0,15.0,25.0,15.0,30.0,2.0
15,Xavier Munford,transition,1,Regular Season,14.0,1.2,17.5,0.65,0.8,39.0,11.8,17.6,11.8,29.4,3.0
16,Charlie Brown Jr.,transition,1,Regular Season,9.0,1.7,28.3,0.67,1.1,20.0,20.0,13.3,20.0,33.3,2.0
17,Metta World Peace,transition,1,Regular Season,35.0,0.5,8.7,0.68,0.4,35.0,5.3,5.3,5.3,31.6,3.0
18,Leandro Bolmaro,transition,1,Regular Season,15.0,0.7,23.8,0.7,0.5,29.0,20.0,20.0,10.0,30.0,5.0
19,Tony Wroten,transition,1,Regular Season,8.0,3.5,25.0,0.71,2.5,50.0,14.3,28.6,10.7,39.3,4.0
20,Kostas Papanikolaou,transition,1,Regular Season,26.0,0.4,11.8,0.73,0.3,50.0,0.0,27.3,0.0,36.4,5.0
21,Semaj Christon,transition,1,Regular Season,64.0,0.5,10.7,0.73,0.3,48.0,16.7,20.0,13.3,36.7,5.0
22,Marcelo Huertas,transition,2,Regular Season,38.0,0.65,12.75,0.69,0.4,44.0,2.2,26.1,1.1,32.95,3.0
23,Drew Gooden,transition,1,Regular Season,30.0,0.4,9.1,0.73,0.3,40.0,0.0,9.1,0.0,27.3,5.0
24,Wade Baldwin IV,transition,1,Regular Season,33.0,1.0,19.3,0.73,0.7,38.0,15.2,21.2,9.1,39.4,4.0
25,Daishen Nix,transition,1,Regular Season,24.0,1.1,25.5,0.74,0.8,54.0,18.5,37.0,18.5,37.0,4.0
26,Mason Jones,transition,1,Regular Season,26.0,1.2,18.6,0.74,0.9,44.0,22.6,25.8,19.4,38.7,5.0
27,Sonny Weems,transition,1,Regular Season,37.0,0.5,14.4,0.74,0.4,58.0,0.0,36.8,0.0,31.6,6.0
28,Jawun Evans,transition,1,Regular Season,48.0,1.4,20.9,0.75,1.0,38.0,13.4,16.4,11.9,35.8,6.0
29,Jose Alvarado,transition,1,Regular Season,54.0,1.0,15.4,0.76,0.8,43.0,7.3,14.5,5.5,36.4,6.0
30,Chris McCullough,transition,1,Regular Season,25.0,0.7,13.2,0.78,0.6,50.0,0.0,22.2,0.0,38.9,7.0
31,Cade Cunningham,transition,1,Regular Season,64.0,3.0,14.5,0.79,2.4,52.0,6.2,26.3,3.6,37.6,7.0
32,Josh Smith,transition,2,Regular Season,28.0,1.1,13.1,0.79,0.85,50.0,11.6,26.2,10.1,36.35,8.0
33,Joshua Primo,transition,1,Regular Season,50.0,1.5,21.2,0.8,1.2,43.0,13.3,14.7,10.7,41.3,7.0
34,Sasha Vujacic,transition,1,Regular Season,61.0,0.8,14.8,0.8,0.7,45.0,4.0,14.0,2.0,32.0,9.0
35,Luka Samanic,transition,1,Regular Season,14.0,0.7,15.4,0.8,1.0,60.0,30.0,20.0,30.0,50.0,8.0
36,Ray McCallum,transition,1,Regular Season,10.0,1.6,17.0,0.81,1.3,46.0,0.0,12.5,0.0,37.5,10.0
37,Justin Robinson,transition,1,Regular Season,17.0,0.6,16.2,0.82,0.5,45.0,0.0,9.1,0.0,36.4,8.0
38,Jarrett Jack,transition,2,Regular Season,47.0,1.5,12.4,0.76,1.15,47.0,8.9,25.1,8.0,35.9,7.0
39,Alperen Sengun,transition,1,Regular Season,72.0,0.7,6.4,0.82,0.6,50.0,14.0,28.0,12.0,42.0,8.0
40,Killian Hayes,transition,2,Regular Season,46.0,1.45,14.95,0.66,1.05,46.0,8.4,34.0,5.6,32.3,5.0
41,Jaron Blossomgame,transition,1,Regular Season,27.0,0.7,14.6,0.83,0.6,46.0,5.6,16.7,5.6,38.9,9.0
42,Amar'e Stoudemire,transition,1,Regular Season,52.0,0.2,4.0,0.83,0.2,44.0,8.3,16.7,8.3,41.7,10.0
43,Dalano Banton,transition,1,Regular Season,64.0,1.0,22.9,0.84,0.8,50.0,17.5,15.9,15.9,46.0,9.0
44,Frank Ntilikina,transition,5,Regular Season,54.0,0.86,14.26,0.64,0.6,35.0,10.8,15.2,7.6,29.1,4.0
45,Anthony Brown,transition,2,Regular Season,19.0,1.2,23.55,0.78,0.95,41.0,3.5,8.9,1.8,35.3,9.0
46,DeAndre Liggins,transition,2,Regular Season,46.0,0.65,21.85,0.62,0.45,39.0,10.7,20.4,9.6,29.8,7.0
47,Bruno Caboclo,transition,1,Regular Season,34.0,1.2,14.3,0.85,1.0,52.0,14.6,26.8,14.6,39.0,10.0
48,Vit Krejci,transition,1,Regular Season,30.0,1.2,17.0,0.86,1.0,48.0,2.9,14.3,2.9,37.1,11.0
49,Mo Williams,transition,1,Regular Season,41.0,1.3,14.7,0.86,1.1,47.0,5.5,14.5,5.5,40.0,12.0
50,James Bouknight,transition,1,Regular Season,30.0,1.2,22.0,0.87,1.1,41.0,10.8,5.4,8.1,37.8,12.0
51,Jalen Jones,transition,1,Regular Season,15.0,1.1,19.3,0.88,0.9,40.0,31.3,6.3,31.3,50.0,13.0
52,Davion Mitchell,transition,1,Regular Season,75.0,2.0,14.8,0.88,1.7,50.0,7.5,12.2,4.8,42.9,14.0
53,Sindarius Thornwell,transition,1,Regular Season,73.0,1.3,28.5,0.89,1.1,57.0,19.4,24.7,18.3,46.2,16.0
54,Jacob Evans,transition,1,Regular Season,27.0,1.0,16.3,0.89,0.9,47.0,17.9,21.4,17.9,42.9,11.0
55,Jarrett Culver,transition,3,Regular Season,39.0,1.3,17.67,0.84,1.07,44.0,12.6,10.1,12.3,44.53,10.0
56,Roy Hibbert,transition,1,Regular Season,81.0,0.2,3.3,0.89,0.2,33.0,22.2,11.1,16.7,44.4,14.0
57,John Jenkins,transition,2,Regular Season,22.0,0.8,14.85,0.89,0.7,53.0,2.1,15.4,2.1,35.85,13.0
58,Dairis Bertans,transition,1,Regular Season,12.0,0.8,20.4,0.9,0.8,50.0,0.0,10.0,0.0,30.0,14.0
59,Rawle Alkins,transition,1,Regular Season,10.0,1.0,19.6,0.9,0.9,50.0,10.0,20.0,10.0,40.0,14.0
60,Mike James,transition,2,Regular Season,22.0,1.75,15.45,0.89,1.5,45.0,17.7,16.1,14.5,42.5,13.0
61,Miles McBride,transition,1,Regular Season,13.0,0.8,18.9,0.9,0.7,38.0,20.0,10.0,10.0,40.0,18.0
62,Ignas Brazdeikis,transition,2,Regular Season,25.0,1.25,15.35,0.79,0.95,43.0,5.0,12.1,5.0,33.75,8.0
63,Phil Pressey,transition,2,Regular Season,12.0,1.7,33.75,0.9,1.5,66.0,19.3,30.1,13.9,50.0,14.0
64,C.J. Williams,transition,1,Regular Season,38.0,1.1,18.5,0.91,1.0,43.0,7.1,2.4,7.1,40.5,16.0
65,Quentin Grimes,transition,1,Regular Season,46.0,1.3,21.5,0.91,1.2,51.0,3.4,12.1,1.7,36.2,16.0
66,Jordan Hill,transition,1,Regular Season,73.0,0.5,4.7,0.91,0.4,46.0,12.1,9.1,12.1,45.5,15.0
67,Aaron Harrison,transition,1,Regular Season,9.0,1.3,15.0,0.92,1.2,40.0,16.7,0.0,16.7,41.7,17.0
68,CJ Elleby,transition,1,Regular Season,58.0,1.4,20.6,0.92,1.3,60.0,9.8,23.2,8.5,43.9,17.0
69,Keon Johnson,transition,1,Regular Season,22.0,2.3,18.8,0.92,2.1,48.0,7.8,9.8,5.9,41.2,18.0
70,Mindaugas Kuzminskas,transition,1,Regular Season,68.0,1.3,19.0,0.92,1.1,49.0,8.2,8.2,8.2,45.9,20.0
71,Jalen Suggs,transition,1,Regular Season,48.0,3.9,24.2,0.92,3.5,48.0,14.1,13.5,13.0,47.0,18.0
72,David Duke Jr.,transition,1,Regular Season,22.0,1.6,28.3,0.92,1.5,48.0,5.6,5.6,5.6,44.4,17.0
73,Hassani Gravett,transition,1,Regular Season,8.0,1.5,25.0,0.92,1.4,50.0,8.3,16.7,8.3,33.3,17.0
74,Emeka Okafor,transition,1,Regular Season,26.0,0.5,11.9,0.93,0.5,46.0,7.1,7.1,7.1,42.9,20.0
75,Norris Cole,transition,1,Regular Season,45.0,2.2,16.9,0.93,2.0,49.0,9.1,10.1,6.1,44.4,18.0
76,Alec Peters,transition,1,Regular Season,20.0,0.7,17.1,0.93,0.7,50.0,0.0,7.1,0.0,35.7,20.0
77,Kadeem Allen,transition,1,Regular Season,19.0,1.6,15.7,0.93,1.5,59.0,16.7,30.0,13.3,43.3,17.0
78,Rashad Vaughn,transition,2,Regular Season,56.0,0.75,18.0,0.93,0.7,50.0,0.8,7.8,0.8,37.45,19.0
79,Daniel Hamilton,transition,1,Regular Season,18.0,0.8,20.8,0.93,0.8,58.0,0.0,20.0,0.0,40.0,17.0
80,Emmanuel Mudiay,transition,6,Regular Season,50.0,2.22,17.3,0.87,1.92,48.0,13.1,19.6,11.8,41.07,13.0
81,Randy Foye,transition,3,Regular Season,50.0,0.93,13.67,0.76,0.7,40.0,12.7,16.8,11.9,34.1,10.0
82,Thaddeus Young,transition,1,Regular Season,73.0,2.6,16.1,0.94,2.4,56.0,10.6,16.4,9.5,48.1,19.0
83,Draymond Green,transition,7,Regular Season,64.0,2.07,18.27,0.87,1.81,59.0,14.8,31.5,13.6,43.61,13.0
84,Brodric Thomas,transition,1,Regular Season,28.0,0.8,15.2,0.95,0.7,53.0,14.3,9.5,19.0,42.9,21.0
85,Sergio Rodriguez,transition,1,Regular Season,68.0,1.2,12.3,0.95,1.1,63.0,0.0,24.4,0.0,37.8,25.0
86,Beno Udrih,transition,2,Regular Season,38.0,0.55,9.75,0.79,0.45,48.0,9.2,25.6,9.2,37.35,14.0
87,Josh Christopher,transition,1,Regular Season,74.0,2.1,22.9,0.95,2.0,64.0,8.5,26.1,9.2,46.4,21.0
88,Aaron Brooks,transition,2,Regular Season,67.0,0.75,10.3,0.83,0.6,49.0,4.2,18.6,4.2,32.45,12.0
89,O.J. Mayo,transition,1,Regular Season,41.0,1.8,17.8,0.96,1.7,56.0,4.1,17.8,4.1,38.4,22.0
90,Tyler Ulis,transition,2,Regular Season,66.0,1.3,13.65,0.86,1.1,49.0,11.8,18.8,10.0,41.2,17.0
91,Aleksej Pokusevski,transition,2,Regular Season,53.0,1.75,16.6,0.9,1.55,54.0,3.8,18.1,3.3,40.6,17.0
92,Matt Barnes,transition,3,Regular Season,50.0,1.67,18.33,0.88,1.47,54.0,7.2,23.5,6.1,39.57,15.0
93,Duane Washington Jr.,transition,1,Regular Season,48.0,2.1,19.8,0.97,2.0,54.0,9.9,12.9,8.9,43.6,23.0
94,Brandon Boston Jr.,transition,1,Regular Season,51.0,1.7,22.0,0.98,1.6,48.0,9.4,5.9,9.4,47.1,24.0
95,Kobe Bryant,transition,1,Regular Season,66.0,2.0,9.6,0.98,1.9,54.0,6.2,13.2,6.2,40.3,25.0
96,Jared Sullinger,transition,1,Regular Season,81.0,0.8,6.9,0.99,0.8,54.0,10.3,10.3,7.4,47.1,25.0
97,Ricky Rubio,transition,7,Regular Season,66.0,2.31,17.24,0.87,2.01,49.0,15.1,23.5,11.3,40.67,14.0
98,Paul Pierce,transition,2,Regular Season,46.0,0.7,12.3,0.84,0.65,43.0,9.6,14.6,9.6,35.45,14.0
99,Kyle Collinsworth,transition,1,Regular Season,33.0,0.4,10.0,1.0,0.4,56.0,21.4,14.3,21.4,57.1,30.0
100,JJ Hickson,transition,1,Regular Season,20.0,0.7,8.6,1.0,0.7,60.0,15.4,15.4,7.7,53.8,27.0
101,Anthony Morrow,transition,2,Regular Season,54.0,0.9,15.7,0.97,0.9,48.0,8.3,1.7,4.0,39.2,26.0
102,Malcolm Hill,transition,1,Regular Season,16.0,0.6,19.6,1.0,0.6,50.0,10.0,0.0,10.0,50.0,26.0
103,Jamil Wilson,transition,1,Regular Season,15.0,0.9,14.3,1.0,0.9,60.0,7.7,15.4,7.7,46.2,30.0
104,Lonzo Ball,transition,5,Regular Season,50.0,2.82,20.26,0.91,2.58,59.0,6.5,23.1,5.3,40.2,17.0
105,Trent Forrest,transition,2,Regular Season,45.0,0.4,10.6,0.91,0.35,49.0,15.6,19.9,15.6,44.3,17.0
106,Skylar Mays,transition,1,Regular Season,19.0,0.7,18.8,1.0,1.0,60.0,7.7,23.1,7.7,46.2,31.0
107,Alan Anderson,transition,1,Regular Season,13.0,0.9,18.2,1.0,0.9,46.0,8.3,0.0,8.3,41.7,27.0
108,Alexis Ajinca,transition,2,Regular Season,49.0,0.35,5.65,0.91,0.3,43.0,15.3,9.4,15.3,48.35,18.0
109,Isaiah Joe,transition,2,Regular Season,42.0,0.5,13.5,0.84,0.4,42.0,9.4,9.4,9.4,33.35,15.0
110,Justise Winslow,transition,8,Regular Season,39.0,2.04,19.01,0.91,1.9,50.0,16.5,14.1,16.1,46.2,19.0
111,Javonte Smart,transition,1,Regular Season,13.0,1.2,27.3,1.0,1.2,50.0,6.7,6.7,6.7,46.7,26.0
112,Bones Hyland,transition,1,Regular Season,69.0,1.9,18.2,1.0,1.9,54.0,15.5,15.5,12.4,43.4,26.0
113,Rondae Hollis-Jefferson,transition,5,Regular Season,59.0,1.96,19.94,0.95,1.84,51.0,19.1,15.7,17.9,49.34,22.0
114,Walt Lemon Jr.,transition,1,Regular Season,6.0,2.7,15.8,1.0,2.7,50.0,12.5,6.3,12.5,50.0,27.0
115,Xavier Moon,transition,1,Regular Season,10.0,1.2,20.7,1.0,1.2,56.0,8.3,16.7,8.3,50.0,26.0
116,Nico Mannion,transition,1,Regular Season,30.0,1.1,20.3,1.0,1.1,60.0,3.1,15.6,3.1,43.8,27.0
117,Greg Brown III,transition,1,Regular Season,48.0,1.3,24.4,1.0,1.3,50.0,19.4,8.1,17.7,50.0,26.0
118,T.J. McConnell,transition,7,Regular Season,69.0,1.4,17.7,0.82,1.17,53.0,6.8,26.9,4.3,40.56,10.0
119,Precious Achiuwa,transition,2,Regular Season,67.0,1.35,16.4,0.97,1.3,61.0,11.6,20.5,11.9,47.3,24.0
120,Ben Simmons,transition,4,Regular Season,69.0,4.38,25.85,0.98,4.28,63.0,17.8,22.4,15.0,50.85,25.0
121,Isaiah Taylor,transition,1,Regular Season,67.0,1.4,17.7,1.01,1.4,58.0,25.0,17.7,24.0,55.2,33.0
122,Sekou Doumbouya,transition,2,Regular Season,47.0,1.3,18.7,0.89,1.15,46.0,10.8,10.1,10.1,43.7,18.0
123,Anfernee Simons,transition,3,Regular Season,64.0,1.37,12.97,0.98,1.37,56.0,6.6,15.0,5.9,41.9,24.0
124,Kobi Simmons,transition,1,Regular Season,32.0,1.7,22.0,1.02,1.7,61.0,5.6,20.4,5.6,48.1,35.0
125,Dzanan Musa,transition,1,Regular Season,40.0,1.0,17.4,1.02,1.1,48.0,17.1,4.9,12.2,51.2,30.0
126,Chris Bosh,transition,1,Regular Season,53.0,0.8,4.6,1.02,0.8,57.0,6.8,13.6,4.5,47.7,31.0
127,Ron Baker,transition,2,Regular Season,40.0,0.7,16.35,0.78,0.6,38.0,13.5,22.0,5.8,39.95,18.0
128,Cole Anthony,transition,2,Regular Season,56.0,2.85,17.05,0.9,2.65,45.0,12.1,12.8,11.4,40.5,18.0
129,Reggie Jackson,transition,8,Regular Season,54.0,2.26,15.05,0.93,2.08,52.0,11.0,18.0,9.6,42.23,19.0
130,Lance Stephenson,transition,6,Regular Season,44.0,1.53,15.33,0.91,1.38,57.0,14.3,22.1,13.3,45.8,18.0
131,Nik Stauskas,transition,5,Regular Season,51.0,1.22,16.46,0.96,1.16,51.0,11.4,16.6,10.0,39.22,25.0
132,Thanasis Antetokounmpo,transition,2,Regular Season,43.0,0.55,16.0,0.98,0.55,60.0,13.9,16.6,6.8,52.05,26.0
133,Isaiah Whitehead,transition,2,Regular Season,44.0,1.4,16.35,0.92,1.35,48.0,15.6,14.3,14.1,45.8,23.0
134,Aaron Nesmith,transition,2,Regular Season,49.0,0.8,17.95,0.91,0.7,46.0,15.8,13.0,13.2,42.75,19.0
135,De'Anthony Melton,transition,4,Regular Season,59.0,2.45,26.55,0.95,2.42,53.0,8.4,15.9,6.5,43.07,25.0
136,Nicolo Melli,transition,2,Regular Season,42.0,0.6,11.15,0.92,0.55,45.0,7.1,6.0,7.1,40.85,20.0
137,Theo Maledon,transition,2,Regular Season,58.0,1.6,16.0,0.89,1.45,47.0,15.7,17.6,12.7,42.1,19.0
138,Evan Turner,transition,5,Regular Season,63.0,1.28,13.76,0.89,1.14,60.0,9.3,29.1,8.0,42.34,16.0
139,Elijah Hughes,transition,1,Regular Season,22.0,1.2,22.2,1.04,1.2,59.0,0.0,11.5,0.0,38.5,33.0
140,Tim Duncan,transition,1,Regular Season,61.0,0.4,4.5,1.04,0.4,68.0,3.8,26.9,3.8,50.0,34.0
141,Kessler Edwards,transition,1,Regular Season,49.0,1.5,23.5,1.04,1.6,60.0,2.7,14.9,2.7,44.6,34.0
142,Dennis Smith Jr.,transition,6,Regular Season,36.0,2.27,17.38,0.84,2.0,48.0,14.5,20.1,12.4,42.1,14.0
143,C.J. Watson,transition,2,Regular Season,48.0,1.2,22.85,0.97,1.2,49.0,16.1,12.9,14.2,41.35,26.0
144,Josh Giddey,transition,1,Regular Season,54.0,2.6,16.3,1.04,2.8,62.0,7.0,16.8,4.2,49.7,34.0
145,Josh Huestis,transition,1,Regular Season,69.0,0.4,12.0,1.04,0.4,59.0,7.7,7.7,7.7,42.3,39.0
146,Donovan Mitchell,transition,5,Regular Season,69.0,3.5,14.28,0.95,3.34,52.0,12.2,15.9,10.2,44.26,22.0
147,Marcus Smart,transition,7,Regular Season,65.0,1.8,14.44,0.89,1.61,50.0,10.2,18.2,9.0,38.73,17.0
148,Jalen Green,transition,1,Regular Season,67.0,3.4,19.0,1.05,3.5,54.0,13.3,8.9,12.0,51.1,36.0
149,Jerryd Bayless,transition,3,Regular Season,42.0,1.5,17.13,0.93,1.5,51.0,5.5,12.2,4.3,37.93,27.0
150,Kris Dunn,transition,5,Regular Season,48.0,1.86,18.18,0.86,1.58,50.0,8.3,18.7,7.2,42.5,16.0
151,Chuma Okeke,transition,2,Regular Season,58.0,1.4,15.65,0.92,1.25,50.0,8.1,15.2,8.1,40.05,22.0
152,Kevin Porter Jr.,transition,3,Regular Season,46.0,3.07,18.93,0.92,2.73,54.0,14.1,19.0,13.4,45.1,20.0
153,Terry Taylor,transition,1,Regular Season,33.0,1.0,12.1,1.06,1.0,62.0,9.4,15.6,9.4,53.1,38.0
154,Dennis Schroder,transition,8,Regular Season,62.0,2.18,12.92,0.94,2.05,52.0,11.2,18.2,9.6,42.66,21.0
155,Ty Lawson,transition,3,Regular Season,45.0,1.57,19.3,0.99,1.53,55.0,9.8,14.1,9.7,46.37,27.0
156,Elfrid Payton,transition,8,Regular Season,52.0,2.26,17.44,0.91,2.11,55.0,12.6,21.0,11.8,45.54,21.0
157,Gary Neal,transition,1,Regular Season,40.0,1.3,13.8,1.06,1.4,51.0,13.5,5.8,9.6,46.2,38.0
158,Armoni Brooks,transition,3,Regular Season,25.0,1.23,19.4,0.86,1.13,46.0,1.9,9.1,0.9,32.63,23.0
159,Jordan Nwora,transition,2,Regular Season,34.0,1.95,26.9,0.96,1.85,53.0,6.5,14.6,3.0,44.7,25.0
160,Rajon Rondo,transition,9,Regular Season,43.0,1.61,16.44,0.76,1.19,51.0,6.7,28.5,3.7,35.47,11.0
161,Brandon Goodwin,transition,3,Regular Season,39.0,1.1,17.77,0.93,1.03,49.0,14.1,13.0,13.4,43.43,21.0
162,Jerome Robinson,transition,3,Regular Season,27.0,1.2,17.03,0.9,1.1,48.0,12.2,14.5,11.1,37.17,20.0
163,Charlie Villanueva,transition,1,Regular Season,62.0,0.7,12.2,1.07,0.8,51.0,4.4,0.0,4.4,46.7,40.0
164,Ty Jerome,transition,3,Regular Season,37.0,1.0,13.77,0.85,0.9,41.0,9.2,8.9,4.5,33.3,17.0
165,Ky Bowman,transition,1,Regular Season,45.0,1.3,14.7,1.07,1.4,61.0,11.7,15.0,8.3,51.7,39.0
166,Cam Thomas,transition,1,Regular Season,67.0,1.6,17.2,1.07,1.7,56.0,13.5,9.6,11.5,50.0,40.0
167,Scottie Barnes,transition,1,Regular Season,74.0,3.3,20.9,1.07,3.5,60.0,10.7,14.8,9.9,50.6,40.0
168,Joakim Noah,transition,3,Regular Season,39.0,0.6,8.4,0.67,0.4,50.0,16.7,29.8,14.3,33.37,14.0
169,Luguentz Dort,transition,3,Regular Season,46.0,2.73,20.93,1.04,2.87,53.0,16.4,9.7,15.0,46.33,33.0
170,Justin James,transition,1,Regular Season,17.0,0.8,19.4,1.07,0.9,54.0,0.0,0.0,0.0,50.0,44.0
171,Jaden McDaniels,transition,2,Regular Season,66.0,1.55,18.7,0.98,1.45,54.0,6.1,13.3,6.1,44.95,25.0
172,D.J. Wilson,transition,2,Regular Season,36.0,0.9,13.75,0.91,0.85,47.0,8.4,10.9,5.9,40.25,23.0
173,Herbert Jones,transition,1,Regular Season,78.0,2.6,26.8,1.07,2.7,54.0,13.0,10.0,10.5,52.0,40.0
174,Cole Aldrich,transition,1,Regular Season,60.0,0.2,4.3,1.07,0.3,75.0,14.3,28.6,14.3,57.1,41.0
175,Ish Smith,transition,9,Regular Season,53.0,2.2,19.94,0.92,2.08,53.0,10.4,17.5,7.7,45.02,22.0
176,Chris Johnson,transition,1,Regular Season,70.0,0.5,15.0,1.08,0.6,63.0,15.8,18.4,13.2,52.6,44.0
177,Anthony Bennett,transition,1,Regular Season,23.0,0.6,10.8,1.08,0.6,62.0,15.4,23.1,15.4,46.2,47.0
178,Kevin Garnett,transition,1,Regular Season,38.0,0.3,9.3,1.08,0.4,60.0,15.4,7.7,15.4,53.8,43.0
179,Rodney Purvis,transition,1,Regular Season,16.0,1.6,21.3,1.08,1.8,57.0,7.7,7.7,7.7,50.0,48.0
180,Donald Sloan,transition,1,Regular Season,61.0,1.4,17.6,1.08,1.5,63.0,19.0,15.5,17.9,54.8,45.0
181,Dante Exum,transition,4,Regular Season,36.0,1.35,18.3,1.03,1.4,50.0,21.7,11.6,17.4,51.67,34.0
182,Eric Paschall,transition,3,Regular Season,53.0,1.33,14.0,1.0,1.4,47.0,22.1,11.6,20.0,49.3,28.0
183,Killian Tillie,transition,2,Regular Season,27.0,0.55,15.7,0.89,0.55,38.0,13.9,3.1,13.9,38.0,21.0
184,Donte DiVincenzo,transition,5,Regular Season,40.0,1.9,20.78,0.93,1.78,50.0,8.8,14.8,6.0,40.04,23.0
185,Facundo Campazzo,transition,2,Regular Season,65.0,1.15,18.15,1.08,1.25,59.0,16.9,14.0,11.3,47.55,40.0
186,Rodions Kurucs,transition,2,Regular Season,55.0,1.35,18.35,0.96,1.25,58.0,5.9,18.6,5.5,41.6,25.0
187,Deni Avdija,transition,2,Regular Season,68.0,1.4,18.6,1.03,1.45,58.0,10.7,11.6,9.2,47.6,32.0
188,Trae Young,transition,4,Regular Season,70.0,4.08,15.97,1.02,4.15,54.0,16.3,16.4,13.3,46.7,31.0
189,Luka Doncic,transition,4,Regular Season,66.0,2.58,9.72,0.94,2.48,53.0,17.0,19.8,14.2,44.33,22.0
190,Yogi Ferrell,transition,4,Regular Season,60.0,1.22,16.05,0.9,1.12,48.0,6.8,9.7,6.1,37.1,21.0
191,Ryan Broekhoff,transition,2,Regular Season,30.0,0.6,17.1,0.99,0.65,53.0,1.9,9.2,1.9,34.85,29.0
192,Tre Jones,transition,1,Regular Season,69.0,1.2,19.0,1.09,1.3,52.0,15.0,7.5,12.5,53.8,44.0
193,PJ Hairston,transition,2,Regular Season,33.0,1.4,18.15,1.08,1.55,53.0,16.5,9.4,14.8,47.75,44.0
194,Ian Clark,transition,3,Regular Season,70.0,1.37,18.97,0.95,1.3,51.0,5.8,9.7,4.6,41.0,26.0
195,Yuta Watanabe,transition,3,Regular Season,34.0,1.1,25.63,0.95,1.03,51.0,12.8,9.5,12.0,45.27,30.0
196,Lonnie Walker IV,transition,3,Regular Season,64.0,2.3,22.93,0.98,2.23,51.0,11.7,10.2,10.9,45.0,25.0
197,Caron Butler,transition,1,Regular Season,17.0,0.6,17.2,1.09,0.7,54.0,0.0,0.0,0.0,45.5,48.0
198,Brandon Williams,transition,1,Regular Season,24.0,2.3,14.4,1.09,2.5,60.0,12.7,14.5,12.7,47.3,45.0
199,Tyler Herro,transition,3,Regular Season,58.0,2.57,15.07,1.06,2.7,58.0,8.3,11.2,6.8,45.53,38.0
200,Denzel Valentine,transition,4,Regular Season,58.0,1.32,16.9,0.85,1.23,47.0,3.3,11.9,2.7,34.58,20.0
201,Aaron Wiggins,transition,1,Regular Season,50.0,1.9,22.5,1.09,2.1,65.0,11.5,15.6,9.4,51.0,45.0
202,John Konchar,transition,3,Regular Season,44.0,0.87,24.4,0.94,0.83,51.0,7.9,10.1,7.9,45.7,25.0
203,Solomon Hill,transition,7,Regular Season,46.0,1.09,19.86,0.82,0.94,44.0,10.9,13.7,8.5,36.37,17.0
204,Kevin Seraphin,transition,2,Regular Season,49.0,0.25,5.25,0.95,0.2,56.0,6.7,20.3,3.4,47.25,29.0
205,Mario Chalmers,transition,2,Regular Season,60.0,1.45,14.2,0.95,1.45,47.0,20.8,14.9,15.4,44.95,28.0
206,Josh Okogie,transition,4,Regular Season,61.0,1.68,24.5,0.97,1.62,52.0,17.6,15.1,15.1,48.23,24.0
207,Gabe Vincent,transition,2,Regular Season,59.0,0.95,12.35,1.02,0.95,60.0,8.9,19.7,7.3,40.95,32.0
208,Tony Allen,transition,3,Regular Season,52.0,1.9,22.67,1.06,1.97,61.0,10.4,15.3,9.7,54.1,42.0
209,Jared Dudley,transition,4,Regular Season,63.0,1.05,18.8,0.98,1.1,53.0,6.0,11.8,4.4,38.68,35.0
